Run,Cloud,Job Conf,Workflow,History,Inputs,Server,Tool,Tool Version,State,Slots,Memory,Runtime (Sec),CPU,Memory Limit (Bytes),Memory Max usage (Bytes)
0,google,default,f1fa06e587ee0a3a,a36f83047b99e549,SRR592109_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,377.0000000,753860144036.0000000,9999998976.0000000,7501225984.0000000
0,google,4x8,8f3cd33d5de09493,b0d6a6eab2607dac,SRR592109_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,4.0000000,8000.0000000,46.0000000,169384792138.0000000,8000000000.0000000,7998840832.0000000
0,google,4x8,8f3cd33d5de09493,b0d6a6eab2607dac,SRR592109_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,4.0000000,8000.0000000,209.0000000,809602820106.0000000,8000000000.0000000,7688421376.0000000
0,google,8x16,83b64e643271bdc7,e2ec1a6437e2e00f,SRR592109_2.fastq.gz,bwa,0.7.17.4,ok,8.0000000,16000.0000000,301.0000000,1706177359784.0000000,16000000000.0000000,11304513536.0000000
0,google,16x32,d12761d353e40f13,94993ef205d7190c,ERR015526_2.fastq.gz,bwa,0.7.17.4,ok,16.0000000,32000.0000000,1630.0000000,15855460486681.0000000,32000000000.0000000,16686891008.0000000
0,google,default,f1fa06e587ee0a3a,01342f57372aebf0,ERR015526_2.fastq.gz,bwa,0.7.17.4,ok,4.0000000,8000.0000000,4510.0000000,15622944416318.0000000,16000000000.0000000,15446503424.0000000
0,google,16x32,d12761d353e40f13,ce2738355252615d,SRR592109_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,16.0000000,32000.0000000,17.0000000,187715445189.0000000,32000000000.0000000,9025937408.0000000
0,google,16x32,d12761d353e40f13,ce2738355252615d,SRR592109_2.fastq.gz,bwa_mem,0.7.17.1,ok,16.0000000,32000.0000000,64.0000000,882997939568.0000000,32000000000.0000000,14693867520.0000000
0,google,4x8,8f3cd33d5de09493,b0d6a6eab2607dac,SRR592109_2.fastq.gz,bwa,0.7.17.4,ok,4.0000000,8000.0000000,486.0000000,1639099736886.0000000,8000000000.0000000,7998775296.0000000
0,google,4x8,8f3cd33d5de09493,483d00b65674f8ac,ERR015526_2.fastq.gz,bwa,0.7.17.4,error,4.0000000,8000.0000000,4033.0000000,14013784216330.0000000,8000000000.0000000,7998820352.0000000
0,google,default,f1fa06e587ee0a3a,01342f57372aebf0,ERR015526_2.fastq.gz,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,2289.0000000,9319964239228.0000000,16000000000.0000000,12560994304.0000000
0,google,4x8,8f3cd33d5de09493,483d00b65674f8ac,ERR015526_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,4.0000000,8000.0000000,1388.0000000,5527607725006.0000000,8000000000.0000000,7998947328.0000000
0,google,8x16,83b64e643271bdc7,d0fadedba6470682,ERR015526_2.fastq.gz,bwa,0.7.17.4,ok,8.0000000,16000.0000000,2758.0000000,15925972101105.0000000,16000000000.0000000,15998685184.0000000
0,google,4x8,8f3cd33d5de09493,483d00b65674f8ac,ERR015526_2.fastq.gz,bwa_mem,0.7.17.1,error,4.0000000,8000.0000000,523.0000000,2071990225081.0000000,8000000000.0000000,7999098880.0000000
0,google,4x8,8f3cd33d5de09493,b0d6a6eab2607dac,SRR592109_2.fastq.gz,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,241.0000000,942451030171.0000000,8000000000.0000000,7998779392.0000000
0,google,8x16,83b64e643271bdc7,e2ec1a6437e2e00f,SRR592109_2.fastq.gz,bwa_mem,0.7.17.1,ok,8.0000000,16000.0000000,136.0000000,1022505422760.0000000,16000000000.0000000,14107234304.0000000
0,google,4x8,8f3cd33d5de09493,483d00b65674f8ac,ERR015526_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,4.0000000,8000.0000000,469.0000000,1848208301541.0000000,8000000000.0000000,7999098880.0000000
0,google,16x32,d12761d353e40f13,94993ef205d7190c,ERR015526_2.fastq.gz,bwa_mem,0.7.17.1,ok,16.0000000,32000.0000000,586.0000000,9146707193862.0000000,32000000000.0000000,17101647872.0000000
0,google,8x16,83b64e643271bdc7,d0fadedba6470682,ERR015526_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,8.0000000,16000.0000000,333.0000000,2545783248300.0000000,16000000000.0000000,10194178048.0000000
0,google,16x32,d12761d353e40f13,94993ef205d7190c,ERR015526_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,16.0000000,32000.0000000,194.0000000,2830471438305.0000000,32000000000.0000000,10253692928.0000000
0,google,default,f1fa06e587ee0a3a,a36f83047b99e549,SRR592109_2.fastq.gz,bwa,0.7.17.4,ok,4.0000000,8000.0000000,477.0000000,1595268042684.0000000,16000000000.0000000,11303473152.0000000
0,google,8x16,83b64e643271bdc7,e2ec1a6437e2e00f,SRR592109_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,8.0000000,16000.0000000,121.0000000,942900634610.0000000,16000000000.0000000,7965761536.0000000
0,google,default,f1fa06e587ee0a3a,01342f57372aebf0,ERR015526_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,777.0000000,1588277283417.0000000,9999998976.0000000,9998782464.0000000
0,google,default,f1fa06e587ee0a3a,01342f57372aebf0,ERR015526_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,2.0000000,4000.0000000,2694.0000000,5449222107142.0000000,9999998976.0000000,7615488000.0000000
0,google,8x16,83b64e643271bdc7,e2ec1a6437e2e00f,SRR592109_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,8.0000000,16000.0000000,30.0000000,201705892451.0000000,16000000000.0000000,9007579136.0000000
0,google,default,f1fa06e587ee0a3a,a36f83047b99e549,SRR592109_2.fastq.gz,bwa_mem,0.7.17.1,ok,4.0000000,8000.0000000,216.0000000,853552591935.0000000,16000000000.0000000,12070637568.0000000
0,google,16x32,d12761d353e40f13,ce2738355252615d,SRR592109_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,16.0000000,32000.0000000,52.0000000,761889697707.0000000,32000000000.0000000,8035172352.0000000
0,google,8x16,83b64e643271bdc7,d0fadedba6470682,ERR015526_2.fastq.gz,bwa_mem,0.7.17.1,ok,8.0000000,16000.0000000,1326.0000000,10504373323193.0000000,16000000000.0000000,13608828928.0000000
0,google,8x16,83b64e643271bdc7,d0fadedba6470682,ERR015526_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,8.0000000,16000.0000000,895.0000000,7102461695270.0000000,16000000000.0000000,10303664128.0000000
0,google,16x32,d12761d353e40f13,ce2738355252615d,SRR592109_2.fastq.gz,bwa,0.7.17.4,ok,16.0000000,32000.0000000,187.0000000,1665855830556.0000000,32000000000.0000000,11270512640.0000000
0,google,16x32,d12761d353e40f13,94993ef205d7190c,ERR015526_2.fastq.gz,bowtie2,2.4.2+galaxy0,ok,16.0000000,32000.0000000,338.0000000,5196971900673.0000000,32000000000.0000000,10413699072.0000000
0,google,default,f1fa06e587ee0a3a,a36f83047b99e549,SRR592109_2.fastq.gz,hisat2,2.1.0+galaxy7,ok,2.0000000,4000.0000000,73.0000000,144411560400.0000000,9999998976.0000000,8993161216.0000000
